Identyfikator projektu,Nazwa projektu,Identyfikator podmiotu,Rodzaj projektu,Koszt,Data rozpoczęcia,Data zakończenia,Identyfikator projektu architektonicznego,
275,WODOCIĄGOWY-7725,158,PRZECIWGROMOWY,14490,26/03/2010,04/04/2010,9013,
276,WODOCIĄGOWY-6417,92,ELEKTRYCZNY,66675,08/09/2010,08/09/2010,8094,
277,WODOCIĄGOWY-1733,96,WODOCIĄGOWY,29150,21/01/2010,24/01/2010,6917,
278,WODOCIĄGOWY-8220,190,ELEKTRYCZNY,7350,04/11/2010,09/11/2010,6493,
279,WODOCIĄGOWY-8211,59,WODOCIĄGOWY,57255,02/03/2010,09/03/2010,2155,
280,WODOCIĄGOWY-272,9,PRZECIWGROMOWY,61600,29/09/2010,08/10/2010,1894,
281,WODOCIĄGOWY-5865,54,ALARMOWY,86500,06/11/2010,15/11/2010,2824,
282,WODOCIĄGOWY-5637,183,ALARMOWY,14750,08/11/2010,12/11/2010,1881,
283,WODOCIĄGOWY-1167,104,WODOCIĄGOWY,14245,23/07/2010,31/07/2010,4016,
284,WODOCIĄGOWY-6574,54,ELEKTRYCZNY,2100,19/02/2010,24/02/2010,9166,
285,WODOCIĄGOWY-121,154,WODOCIĄGOWY,104610,29/11/2010,04/12/2010,6049,
286,WODOCIĄGOWY-2232,56,WODOCIĄGOWY,78375,03/08/2010,12/08/2010,6276,
287,WODOCIĄGOWY-4828,168,ELEKTRYCZNY,46875,26/01/2010,03/02/2010,6388,
288,WODOCIĄGOWY-6372,158,PRZECIWGROMOWY,11270,10/12/2010,12/12/2010,5148,
289,WODOCIĄGOWY-3668,44,PRZECIWGROMOWY,16415,23/02/2010,23/02/2010,3701,
290,WODOCIĄGOWY-2719,55,OGRODNICZY,22600,26/05/2010,27/05/2010,7747,
291,WODOCIĄGOWY-7172,23,WODOCIĄGOWY,9790,30/08/2010,08/09/2010,1168,
292,WODOCIĄGOWY-8372,196,GRZEWCZY,18560,04/02/2010,06/02/2010,7878,
293,WODOCIĄGOWY-839,77,PRZECIWGROMOWY,12075,10/11/2010,14/11/2010,9346,
294,WODOCIĄGOWY-7859,143,ELEKTRYCZNY,134700,26/07/2010,29/07/2010,7213,
295,WODOCIĄGOWY-414,186,ELEKTRYCZNY,92025,29/10/2010,07/11/2010,4868,
296,WODOCIĄGOWY-9774,35,ALARMOWY,2000,27/02/2010,01/03/2010,9086,
297,WODOCIĄGOWY-8237,179,ELEKTRYCZNY,88950,22/10/2010,30/10/2010,5223,
298,WODOCIĄGOWY-5345,4,ELEKTRYCZNY,67875,16/10/2010,16/10/2010,2185,
299,WODOCIĄGOWY-2937,81,OGRODNICZY,20500,05/06/2010,05/06/2010,4660,
300,WODOCIĄGOWY-4300,152,PRZECIWGROMOWY,23240,06/08/2010,10/08/2010,5557,
301,WODOCIĄGOWY-6390,68,ALARMOWY,12300,19/02/2010,25/02/2010,815,
302,WODOCIĄGOWY-4037,26,ALARMOWY,83150,12/12/2010,14/12/2010,6000,
303,WODOCIĄGOWY-6512,105,PRZECIWGROMOWY,24780,27/07/2010,27/07/2010,1632,
304,WODOCIĄGOWY-5615,170,PRZECIWGROMOWY,66325,28/07/2010,06/08/2010,8241,
305,WODOCIĄGOWY-2660,170,GRZEWCZY,108400,11/11/2010,18/11/2010,9697,
306,WODOCIĄGOWY-1411,198,ELEKTRYCZNY,64950,06/12/2010,06/12/2010,5802,
307,WODOCIĄGOWY-2735,182,WODOCIĄGOWY,12375,28/07/2010,28/07/2010,5240,
308,WODOCIĄGOWY-9405,33,ELEKTRYCZNY,18225,11/09/2010,13/09/2010,9297,
309,WODOCIĄGOWY-5851,41,PRZECIWGROMOWY,42140,26/08/2010,02/09/2010,4857,
310,WODOCIĄGOWY-3626,2,ELEKTRYCZNY,68775,11/12/2010,11/12/2010,9813,
311,WODOCIĄGOWY-4322,40,GRZEWCZY,118080,23/06/2010,23/06/2010,8024,
312,WODOCIĄGOWY-5667,134,PRZECIWGROMOWY,28420,02/12/2010,10/12/2010,7879,
313,WODOCIĄGOWY-5009,90,GRZEWCZY,48240,14/03/2010,19/03/2010,8618,
314,WODOCIĄGOWY-5082,148,WODOCIĄGOWY,39710,28/06/2010,04/07/2010,7612,
315,WODOCIĄGOWY-3922,98,PRZECIWGROMOWY,12915,13/05/2010,15/05/2010,6224,
316,WODOCIĄGOWY-3717,192,PRZECIWGROMOWY,40145,12/04/2010,14/04/2010,3286,
317,WODOCIĄGOWY-5011,2,PRZECIWGROMOWY,5565,29/10/2010,05/11/2010,6671,
318,WODOCIĄGOWY-7034,154,PRZECIWGROMOWY,37345,01/11/2010,02/11/2010,1934,
319,WODOCIĄGOWY-9454,131,GRZEWCZY,19600,03/12/2010,04/12/2010,5159,
320,WODOCIĄGOWY-7278,81,ALARMOWY,48350,31/03/2010,31/03/2010,8193,
321,WODOCIĄGOWY-9558,174,WODOCIĄGOWY,39325,04/04/2010,11/04/2010,5640,
322,WODOCIĄGOWY-6218,126,PRZECIWGROMOWY,14805,15/05/2010,16/05/2010,7459,
323,WODOCIĄGOWY-9358,183,GRZEWCZY,44160,25/07/2010,29/07/2010,3538,
324,WODOCIĄGOWY-9975,121,GRZEWCZY,109440,29/10/2010,31/10/2010,6534,
325,WODOCIĄGOWY-8573,10,GRZEWCZY,126240,28/04/2010,28/04/2010,9676,
326,WODOCIĄGOWY-4779,52,ELEKTRYCZNY,136800,20/05/2010,27/05/2010,5370,
327,WODOCIĄGOWY-6633,108,PRZECIWGROMOWY,44800,08/12/2010,10/12/2010,4248,
328,WODOCIĄGOWY-7548,176,ALARMOWY,11700,22/10/2010,22/10/2010,9587,
329,WODOCIĄGOWY-1053,185,GRZEWCZY,35760,24/10/2010,26/10/2010,5549,
330,WODOCIĄGOWY-9305,142,GRZEWCZY,27920,19/11/2010,26/11/2010,2690,
331,WODOCIĄGOWY-97,16,GRZEWCZY,87200,18/06/2010,23/06/2010,7645,
332,WODOCIĄGOWY-5444,95,ELEKTRYCZNY,114525,29/10/2010,04/11/2010,2283,
333,WODOCIĄGOWY-7298,123,GRZEWCZY,137440,11/07/2010,12/07/2010,5259,
334,WODOCIĄGOWY-6992,102,WODOCIĄGOWY,32450,30/08/2010,07/09/2010,3254,
335,WODOCIĄGOWY-236,31,ELEKTRYCZNY,35775,05/06/2010,10/06/2010,7210,
336,WODOCIĄGOWY-1217,165,ALARMOWY,11750,20/02/2010,24/02/2010,6505,
337,WODOCIĄGOWY-4705,114,ELEKTRYCZNY,131400,26/04/2010,04/05/2010,3862,
338,WODOCIĄGOWY-9370,186,OGRODNICZY,16550,15/04/2010,22/04/2010,4494,
339,WODOCIĄGOWY-5694,31,PRZECIWGROMOWY,10710,08/02/2010,13/02/2010,4549,
340,WODOCIĄGOWY-9667,189,ELEKTRYCZNY,18975,19/05/2010,23/05/2010,3170,
341,WODOCIĄGOWY-7145,30,OGRODNICZY,40200,28/08/2010,05/09/2010,7967,
342,WODOCIĄGOWY-8278,114,OGRODNICZY,29650,23/03/2010,01/04/2010,7736,
343,WODOCIĄGOWY-8650,13,WODOCIĄGOWY,103290,21/12/2010,30/12/2010,9549,
344,WODOCIĄGOWY-7518,24,GRZEWCZY,80640,12/05/2010,21/05/2010,5391,
345,WODOCIĄGOWY-7790,62,OGRODNICZY,25175,30/11/2010,07/12/2010,547,
346,WODOCIĄGOWY-712,117,GRZEWCZY,13440,26/07/2010,29/07/2010,2190,
347,WODOCIĄGOWY-6046,21,OGRODNICZY,30425,26/12/2010,01/01/2011,3879,
348,WODOCIĄGOWY-8322,96,ELEKTRYCZNY,132000,13/09/2010,18/09/2010,6441,
349,WODOCIĄGOWY-244,53,OGRODNICZY,21725,21/09/2010,26/09/2010,6422,
350,WODOCIĄGOWY-9402,147,OGRODNICZY,3875,09/06/2010,11/06/2010,1062,
351,WODOCIĄGOWY-3368,28,GRZEWCZY,156800,05/09/2010,05/09/2010,5906,
352,WODOCIĄGOWY-4589,162,OGRODNICZY,7825,10/06/2010,16/06/2010,8868,
353,WODOCIĄGOWY-2175,141,PRZECIWGROMOWY,16940,11/11/2010,13/11/2010,4015,
354,WODOCIĄGOWY-3716,170,PRZECIWGROMOWY,18165,25/05/2010,28/05/2010,8742,
355,WODOCIĄGOWY-9047,5,GRZEWCZY,71280,25/05/2010,31/05/2010,927,
356,WODOCIĄGOWY-984,79,PRZECIWGROMOWY,57855,26/06/2010,04/07/2010,4256,
357,WODOCIĄGOWY-5540,64,ELEKTRYCZNY,29325,28/03/2010,02/04/2010,6121,
358,WODOCIĄGOWY-7953,122,WODOCIĄGOWY,28490,22/01/2010,22/01/2010,9162,
359,WODOCIĄGOWY-2438,131,ALARMOWY,27150,01/01/2011,03/01/2011,3090,
360,WODOCIĄGOWY-6504,91,ALARMOWY,64100,30/10/2010,06/11/2010,5228,
361,WODOCIĄGOWY-8846,40,ALARMOWY,6400,19/05/2010,26/05/2010,771,
362,WODOCIĄGOWY-5874,81,WODOCIĄGOWY,78210,19/07/2010,19/07/2010,4557,
363,WODOCIĄGOWY-2504,12,WODOCIĄGOWY,77605,26/11/2010,29/11/2010,9367,
364,WODOCIĄGOWY-731,55,ALARMOWY,26150,01/04/2010,07/04/2010,4408,
365,WODOCIĄGOWY-5683,193,PRZECIWGROMOWY,31710,06/11/2010,12/11/2010,9283,
366,WODOCIĄGOWY-756,37,ALARMOWY,46700,14/11/2010,15/11/2010,2896,
367,WODOCIĄGOWY-1605,115,ALARMOWY,64050,15/12/2010,17/12/2010,494,
368,WODOCIĄGOWY-3345,130,WODOCIĄGOWY,22275,24/06/2010,29/06/2010,3550,
369,WODOCIĄGOWY-6080,192,ELEKTRYCZNY,19050,21/05/2010,21/05/2010,2664,
370,WODOCIĄGOWY-4470,49,PRZECIWGROMOWY,57995,28/12/2010,03/01/2011,1687,
371,WODOCIĄGOWY-6114,137,ELEKTRYCZNY,17775,24/11/2010,03/12/2010,1940,
372,WODOCIĄGOWY-3268,5,ELEKTRYCZNY,8700,02/02/2010,04/02/2010,321,
373,WODOCIĄGOWY-9217,163,WODOCIĄGOWY,3245,30/08/2010,03/09/2010,8871,
374,WODOCIĄGOWY-4608,12,ALARMOWY,56400,03/02/2010,04/02/2010,9746,
375,WODOCIĄGOWY-8471,6,ELEKTRYCZNY,55575,23/07/2010,29/07/2010,1901,
376,WODOCIĄGOWY-6605,196,PRZECIWGROMOWY,59850,16/09/2010,23/09/2010,1723,
377,WODOCIĄGOWY-5323,129,PRZECIWGROMOWY,47635,17/03/2010,24/03/2010,7453,
378,WODOCIĄGOWY-5303,78,ELEKTRYCZNY,90525,06/09/2010,06/09/2010,6604,
379,WODOCIĄGOWY-7268,95,ELEKTRYCZNY,39675,05/12/2010,12/12/2010,6872,
380,WODOCIĄGOWY-5873,67,OGRODNICZY,29975,30/08/2010,30/08/2010,8751,
381,WODOCIĄGOWY-3100,118,ALARMOWY,83100,08/11/2010,17/11/2010,2674,
382,WODOCIĄGOWY-6032,24,ELEKTRYCZNY,1875,25/04/2010,01/05/2010,9239,
383,WODOCIĄGOWY-8692,47,PRZECIWGROMOWY,33040,12/03/2010,17/03/2010,7372,
384,WODOCIĄGOWY-1212,6,PRZECIWGROMOWY,23555,11/05/2010,11/05/2010,3497,
385,WODOCIĄGOWY-1637,52,GRZEWCZY,128640,21/07/2010,22/07/2010,9682,
386,WODOCIĄGOWY-8028,69,ELEKTRYCZNY,94725,01/01/2011,10/01/2011,3447,
387,WODOCIĄGOWY-5584,55,OGRODNICZY,2025,24/04/2010,02/05/2010,4891,
388,WODOCIĄGOWY-9982,78,ALARMOWY,77300,17/09/2010,19/09/2010,2637,
389,WODOCIĄGOWY-8739,85,OGRODNICZY,40150,26/03/2010,03/04/2010,1683,
390,WODOCIĄGOWY-2412,23,ELEKTRYCZNY,99450,18/09/2010,25/09/2010,5210,
391,WODOCIĄGOWY-5194,75,WODOCIĄGOWY,7040,10/11/2010,17/11/2010,890,
392,WODOCIĄGOWY-1563,179,PRZECIWGROMOWY,53935,16/09/2010,21/09/2010,897,
393,WODOCIĄGOWY-4593,61,PRZECIWGROMOWY,52150,04/08/2010,06/08/2010,7958,
394,WODOCIĄGOWY-842,80,ALARMOWY,71150,07/11/2010,12/11/2010,4413,
395,WODOCIĄGOWY-1094,192,WODOCIĄGOWY,81400,15/04/2010,23/04/2010,9189,
396,WODOCIĄGOWY-707,157,WODOCIĄGOWY,56760,24/08/2010,24/08/2010,9665,
397,WODOCIĄGOWY-5255,166,ALARMOWY,78850,26/12/2010,29/12/2010,866,
398,WODOCIĄGOWY-3595,119,OGRODNICZY,37900,19/05/2010,25/05/2010,9791,
399,WODOCIĄGOWY-2852,181,WODOCIĄGOWY,67595,28/10/2010,29/10/2010,7628,
400,WODOCIĄGOWY-7841,129,GRZEWCZY,17040,26/05/2010,03/06/2010,2906,
401,WODOCIĄGOWY-9356,188,GRZEWCZY,58800,26/03/2010,29/03/2010,4700,
402,WODOCIĄGOWY-5351,185,ELEKTRYCZNY,81825,19/10/2010,19/10/2010,963,
403,WODOCIĄGOWY-9987,165,OGRODNICZY,13750,10/01/2010,15/01/2010,6882,
404,WODOCIĄGOWY-7595,93,WODOCIĄGOWY,106645,15/12/2010,18/12/2010,4951,
405,WODOCIĄGOWY-6123,54,ELEKTRYCZNY,132300,09/09/2010,12/09/2010,3847,
406,WODOCIĄGOWY-553,51,ALARMOWY,23000,05/04/2010,08/04/2010,2218,
407,WODOCIĄGOWY-7590,151,ALARMOWY,44050,16/10/2010,22/10/2010,9575,
408,WODOCIĄGOWY-131,178,GRZEWCZY,64320,14/08/2010,18/08/2010,2488,
409,WODOCIĄGOWY-6006,5,PRZECIWGROMOWY,2205,29/10/2010,07/11/2010,5045,
410,WODOCIĄGOWY-320,86,ALARMOWY,56500,20/01/2010,20/01/2010,3287,
411,WODOCIĄGOWY-8823,189,GRZEWCZY,38480,24/06/2010,28/06/2010,7975,
412,WODOCIĄGOWY-3648,0,PRZECIWGROMOWY,62265,07/09/2010,15/09/2010,1138,
413,WODOCIĄGOWY-702,111,ELEKTRYCZNY,80250,21/01/2010,23/01/2010,2958,
414,WODOCIĄGOWY-9209,131,OGRODNICZY,4250,28/07/2010,03/08/2010,2606,
415,WODOCIĄGOWY-9675,132,GRZEWCZY,49040,25/05/2010,25/05/2010,2970,
416,WODOCIĄGOWY-5453,52,GRZEWCZY,44880,19/10/2010,24/10/2010,6274,
417,WODOCIĄGOWY-6020,174,PRZECIWGROMOWY,10430,07/02/2010,08/02/2010,1372,
418,WODOCIĄGOWY-1110,29,OGRODNICZY,32600,24/08/2010,24/08/2010,6469,
419,WODOCIĄGOWY-3923,32,ALARMOWY,63850,09/07/2010,11/07/2010,2798,
420,WODOCIĄGOWY-6917,194,ALARMOWY,16800,28/09/2010,06/10/2010,2071,
421,WODOCIĄGOWY-2402,194,OGRODNICZY,43100,05/05/2010,05/05/2010,8101,
422,WODOCIĄGOWY-4361,129,ALARMOWY,39450,21/04/2010,29/04/2010,161,
423,WODOCIĄGOWY-4551,141,PRZECIWGROMOWY,3605,31/10/2010,08/11/2010,7430,
424,WODOCIĄGOWY-7191,65,OGRODNICZY,2025,03/05/2010,03/05/2010,8302,
425,WODOCIĄGOWY-4208,17,ALARMOWY,45700,10/08/2010,17/08/2010,5820,
426,WODOCIĄGOWY-815,146,OGRODNICZY,33775,31/05/2010,02/06/2010,951,
427,WODOCIĄGOWY-8217,171,OGRODNICZY,6950,18/05/2010,20/05/2010,5788,
428,WODOCIĄGOWY-4770,104,WODOCIĄGOWY,40425,13/11/2010,21/11/2010,8506,
429,WODOCIĄGOWY-1423,18,GRZEWCZY,60160,20/09/2010,21/09/2010,8280,
430,WODOCIĄGOWY-3147,26,OGRODNICZY,47600,07/12/2010,10/12/2010,6319,
431,WODOCIĄGOWY-9772,167,WODOCIĄGOWY,40260,11/10/2010,20/10/2010,5644,
432,WODOCIĄGOWY-935,144,GRZEWCZY,133040,23/09/2010,23/09/2010,1719,
433,WODOCIĄGOWY-9491,192,ELEKTRYCZNY,92250,26/10/2010,01/11/2010,6428,
434,WODOCIĄGOWY-6383,16,OGRODNICZY,11275,04/06/2010,10/06/2010,1221,
435,WODOCIĄGOWY-9553,20,ALARMOWY,97100,04/11/2010,08/11/2010,1111,
436,WODOCIĄGOWY-8346,68,GRZEWCZY,146080,17/11/2010,22/11/2010,6113,
437,WODOCIĄGOWY-9210,71,WODOCIĄGOWY,66330,13/05/2010,20/05/2010,8214,
438,WODOCIĄGOWY-6888,165,ALARMOWY,60500,29/04/2010,07/05/2010,6218,
439,WODOCIĄGOWY-7553,93,GRZEWCZY,42000,23/02/2010,27/02/2010,9325,
440,WODOCIĄGOWY-2212,117,WODOCIĄGOWY,91520,06/07/2010,06/07/2010,2603,
441,WODOCIĄGOWY-7446,186,PRZECIWGROMOWY,70,06/11/2010,13/11/2010,7266,
442,WODOCIĄGOWY-8258,41,GRZEWCZY,53200,31/12/2010,05/01/2011,762,
443,WODOCIĄGOWY-4008,178,WODOCIĄGOWY,97185,17/01/2010,20/01/2010,5688,
444,WODOCIĄGOWY-3521,55,PRZECIWGROMOWY,16800,30/04/2010,02/05/2010,6820,
445,WODOCIĄGOWY-7871,25,PRZECIWGROMOWY,48370,31/05/2010,02/06/2010,223,
446,WODOCIĄGOWY-6394,37,ELEKTRYCZNY,40950,12/05/2010,15/05/2010,3191,
447,WODOCIĄGOWY-1227,15,WODOCIĄGOWY,88770,10/05/2010,19/05/2010,5301,
448,WODOCIĄGOWY-1891,194,WODOCIĄGOWY,42625,03/09/2010,06/09/2010,4063,
449,WODOCIĄGOWY-753,59,WODOCIĄGOWY,25795,16/04/2010,23/04/2010,8003,
450,WODOCIĄGOWY-4870,156,WODOCIĄGOWY,70785,27/10/2010,02/11/2010,58,
451,WODOCIĄGOWY-2948,149,GRZEWCZY,154160,19/06/2010,20/06/2010,5850,
452,WODOCIĄGOWY-5092,96,ALARMOWY,67550,18/12/2010,25/12/2010,2172,
453,WODOCIĄGOWY-9507,150,PRZECIWGROMOWY,60690,18/01/2010,25/01/2010,4765,
454,WODOCIĄGOWY-3643,44,WODOCIĄGOWY,9790,21/12/2010,23/12/2010,9128,
455,WODOCIĄGOWY-7558,5,ELEKTRYCZNY,135675,04/11/2010,06/11/2010,2367,
456,WODOCIĄGOWY-890,72,ALARMOWY,41250,01/03/2010,04/03/2010,5886,
457,WODOCIĄGOWY-6400,8,PRZECIWGROMOWY,67725,07/06/2010,09/06/2010,8325,
458,WODOCIĄGOWY-7159,126,OGRODNICZY,35600,21/11/2010,21/11/2010,4047,
459,WODOCIĄGOWY-7509,192,ELEKTRYCZNY,70950,03/06/2010,06/06/2010,7606,
460,WODOCIĄGOWY-3397,149,GRZEWCZY,28720,07/07/2010,15/07/2010,1518,
461,WODOCIĄGOWY-8242,168,ALARMOWY,71500,15/11/2010,19/11/2010,2789,
462,WODOCIĄGOWY-9662,197,OGRODNICZY,6525,15/02/2010,24/02/2010,623,
463,WODOCIĄGOWY-26,84,WODOCIĄGOWY,1705,27/01/2010,01/02/2010,7826,
464,WODOCIĄGOWY-7418,149,GRZEWCZY,18880,23/06/2010,25/06/2010,8123,
465,WODOCIĄGOWY-1322,129,GRZEWCZY,96000,16/02/2010,25/02/2010,9515,
466,WODOCIĄGOWY-4444,127,WODOCIĄGOWY,60555,30/08/2010,06/09/2010,249,
467,WODOCIĄGOWY-2093,95,OGRODNICZY,5625,23/10/2010,26/10/2010,4592,
468,WODOCIĄGOWY-5483,196,ALARMOWY,94850,21/06/2010,23/06/2010,35,
469,WODOCIĄGOWY-4020,119,ELEKTRYCZNY,53325,11/09/2010,12/09/2010,7148,
470,WODOCIĄGOWY-9778,163,GRZEWCZY,10240,13/03/2010,15/03/2010,7326,
471,WODOCIĄGOWY-9291,92,GRZEWCZY,16800,26/11/2010,29/11/2010,9803,
472,WODOCIĄGOWY-4138,199,ELEKTRYCZNY,36900,28/06/2010,29/06/2010,417,
473,WODOCIĄGOWY-1000,191,ALARMOWY,23750,24/10/2010,30/10/2010,5371,
474,WODOCIĄGOWY-5003,97,OGRODNICZY,17500,22/05/2010,31/05/2010,3542,
475,WODOCIĄGOWY-1230,154,ALARMOWY,15300,01/07/2010,02/07/2010,6709,
476,WODOCIĄGOWY-5757,167,ELEKTRYCZNY,9900,14/02/2010,20/02/2010,2126,
477,WODOCIĄGOWY-8383,51,WODOCIĄGOWY,93280,26/07/2010,29/07/2010,1435,
478,WODOCIĄGOWY-6483,148,PRZECIWGROMOWY,34300,05/04/2010,10/04/2010,5031,
479,WODOCIĄGOWY-7929,46,WODOCIĄGOWY,87175,28/08/2010,29/08/2010,6832,
480,WODOCIĄGOWY-4930,10,ELEKTRYCZNY,30675,13/06/2010,18/06/2010,6977,
481,WODOCIĄGOWY-5011,33,OGRODNICZY,12275,06/11/2010,11/11/2010,9403,
482,WODOCIĄGOWY-6777,117,ALARMOWY,80400,18/07/2010,21/07/2010,2693,
483,WODOCIĄGOWY-7391,190,GRZEWCZY,151040,17/05/2010,17/05/2010,4,
484,WODOCIĄGOWY-803,70,WODOCIĄGOWY,40645,01/11/2010,05/11/2010,9035,
485,WODOCIĄGOWY-394,84,GRZEWCZY,100160,25/08/2010,30/08/2010,397,
486,WODOCIĄGOWY-4891,32,WODOCIĄGOWY,74250,27/08/2010,30/08/2010,9174,
487,WODOCIĄGOWY-5214,67,ALARMOWY,72100,13/08/2010,18/08/2010,2302,
488,WODOCIĄGOWY-155,163,PRZECIWGROMOWY,12460,12/11/2010,18/11/2010,7693,
489,WODOCIĄGOWY-9423,13,WODOCIĄGOWY,22715,30/04/2010,02/05/2010,8017,
490,WODOCIĄGOWY-3413,165,GRZEWCZY,158400,03/04/2010,05/04/2010,4482,
491,WODOCIĄGOWY-1794,65,ELEKTRYCZNY,142725,23/06/2010,27/06/2010,702,
492,WODOCIĄGOWY-7592,35,OGRODNICZY,39375,28/01/2010,06/02/2010,747,
493,WODOCIĄGOWY-8304,37,ELEKTRYCZNY,121725,22/06/2010,22/06/2010,4359,
494,WODOCIĄGOWY-755,40,ALARMOWY,59150,25/11/2010,25/11/2010,4935,
495,WODOCIĄGOWY-8481,52,GRZEWCZY,110080,10/05/2010,16/05/2010,9751,
496,WODOCIĄGOWY-2046,96,GRZEWCZY,23600,26/08/2010,30/08/2010,2978,
497,WODOCIĄGOWY-5903,136,WODOCIĄGOWY,63415,24/12/2010,28/12/2010,8982,
498,WODOCIĄGOWY-8441,162,OGRODNICZY,23200,11/11/2010,20/11/2010,8757,
499,WODOCIĄGOWY-2095,90,ELEKTRYCZNY,91725,26/08/2010,04/09/2010,1917,
500,WODOCIĄGOWY-7939,117,GRZEWCZY,41280,28/08/2010,05/09/2010,9965,
501,WODOCIĄGOWY-3234,199,WODOCIĄGOWY,90585,15/02/2010,23/02/2010,526,
502,WODOCIĄGOWY-6803,49,ALARMOWY,46350,30/05/2010,31/05/2010,4470,
503,WODOCIĄGOWY-1445,9,WODOCIĄGOWY,47960,30/03/2010,30/03/2010,8566,
504,WODOCIĄGOWY-5647,161,GRZEWCZY,112960,22/10/2010,24/10/2010,6072,
505,WODOCIĄGOWY-5895,137,ELEKTRYCZNY,107400,20/07/2010,28/07/2010,4867,
506,WODOCIĄGOWY-8560,123,PRZECIWGROMOWY,7525,30/04/2010,30/04/2010,9396,
507,WODOCIĄGOWY-2159,174,GRZEWCZY,63680,13/02/2010,20/02/2010,7835,
508,WODOCIĄGOWY-7855,122,GRZEWCZY,6880,13/05/2010,16/05/2010,9818,
509,WODOCIĄGOWY-1396,18,WODOCIĄGOWY,39765,01/07/2010,06/07/2010,923,
510,WODOCIĄGOWY-2138,162,ELEKTRYCZNY,35925,11/04/2010,15/04/2010,1523,
511,WODOCIĄGOWY-9023,140,OGRODNICZY,21800,18/04/2010,24/04/2010,4578,
512,WODOCIĄGOWY-2799,155,GRZEWCZY,26320,04/07/2010,12/07/2010,3791,
513,WODOCIĄGOWY-4941,86,PRZECIWGROMOWY,40810,01/01/2011,06/01/2011,1259,
514,WODOCIĄGOWY-9510,109,OGRODNICZY,2725,28/05/2010,28/05/2010,2664,
515,WODOCIĄGOWY-4375,191,OGRODNICZY,18550,12/05/2010,20/05/2010,4599,
516,WODOCIĄGOWY-5968,69,PRZECIWGROMOWY,17605,26/12/2010,29/12/2010,6260,
517,WODOCIĄGOWY-4743,172,WODOCIĄGOWY,4840,03/11/2010,04/11/2010,688,
518,WODOCIĄGOWY-2302,14,ELEKTRYCZNY,108525,01/02/2010,09/02/2010,7737,
519,WODOCIĄGOWY-5861,165,ELEKTRYCZNY,55950,05/11/2010,05/11/2010,8784,
520,WODOCIĄGOWY-5065,77,ELEKTRYCZNY,43725,30/09/2010,06/10/2010,3208,
521,WODOCIĄGOWY-8280,137,ALARMOWY,45650,22/10/2010,22/10/2010,5801,
522,WODOCIĄGOWY-9226,57,GRZEWCZY,55680,01/11/2010,07/11/2010,7163,
523,WODOCIĄGOWY-9964,135,WODOCIĄGOWY,46200,17/07/2010,20/07/2010,3224,
524,WODOCIĄGOWY-2773,5,WODOCIĄGOWY,79805,19/09/2010,21/09/2010,6995,
525,WODOCIĄGOWY-2504,52,PRZECIWGROMOWY,28245,02/08/2010,04/08/2010,6987,
526,WODOCIĄGOWY-694,19,WODOCIĄGOWY,49665,01/03/2010,01/03/2010,7208,
527,WODOCIĄGOWY-3983,36,ELEKTRYCZNY,120975,12/07/2010,14/07/2010,3012,
528,WODOCIĄGOWY-8361,70,GRZEWCZY,147520,21/02/2010,02/03/2010,1277,
529,WODOCIĄGOWY-9215,133,GRZEWCZY,29520,23/09/2010,25/09/2010,6208,
530,WODOCIĄGOWY-4383,84,GRZEWCZY,150480,21/11/2010,28/11/2010,1213,
531,WODOCIĄGOWY-5179,11,OGRODNICZY,17650,31/10/2010,05/11/2010,7814,
532,WODOCIĄGOWY-177,106,PRZECIWGROMOWY,59885,27/07/2010,05/08/2010,3478,
533,WODOCIĄGOWY-3245,118,ELEKTRYCZNY,13425,02/12/2010,11/12/2010,592,
534,WODOCIĄGOWY-7491,184,ELEKTRYCZNY,100650,28/07/2010,28/07/2010,5489,
535,WODOCIĄGOWY-5580,182,PRZECIWGROMOWY,50225,05/09/2010,13/09/2010,976,
536,WODOCIĄGOWY-447,52,OGRODNICZY,1950,22/08/2010,26/08/2010,7364,
537,WODOCIĄGOWY-462,152,ELEKTRYCZNY,137400,28/03/2010,01/04/2010,7710,
538,WODOCIĄGOWY-6479,154,PRZECIWGROMOWY,50680,21/07/2010,25/07/2010,2329,
539,WODOCIĄGOWY-2113,17,OGRODNICZY,45850,17/09/2010,25/09/2010,9841,
540,WODOCIĄGOWY-2605,89,OGRODNICZY,35825,16/08/2010,18/08/2010,4552,
541,WODOCIĄGOWY-8899,47,ELEKTRYCZNY,51300,25/12/2010,31/12/2010,7348,
542,WODOCIĄGOWY-2057,39,GRZEWCZY,16080,11/01/2010,19/01/2010,8509,
543,WODOCIĄGOWY-988,105,PRZECIWGROMOWY,60760,25/10/2010,29/10/2010,2352,
544,WODOCIĄGOWY-2746,177,GRZEWCZY,89440,27/09/2010,06/10/2010,469,
545,WODOCIĄGOWY-882,84,GRZEWCZY,106960,20/12/2010,26/12/2010,7348,
546,WODOCIĄGOWY-8618,41,WODOCIĄGOWY,29535,09/04/2010,16/04/2010,4494,
547,WODOCIĄGOWY-9307,179,ALARMOWY,41850,01/04/2010,08/04/2010,7060,
548,WODOCIĄGOWY-8715,104,WODOCIĄGOWY,99330,18/01/2010,19/01/2010,6065,
549,WODOCIĄGOWY-7506,37,ALARMOWY,60550,07/11/2010,13/11/2010,3378,
550,WODOCIĄGOWY-3553,146,ALARMOWY,85700,16/02/2010,21/02/2010,2305,
